"carat";"cut";"price"
0,5;"Premium";1675
0,51;"Ideal";1675
0,52;"Ideal";1675
0,52;"Ideal";1675
0,55;"Ideal";1675
0,55;"Very Good";1676
0,54;"Very Good";1676
0,53;"Ideal";1676
0,53;"Ideal";1676
0,5;"Premium";1676
0,5;"Ideal";1676
0,5;"Premium";1676
0,5;"Premium";1676
0,5;"Ideal";1676
0,5;"Ideal";1676
0,5;"Premium";1676
0,5;"Premium";1676
0,72;"Premium";1676
0,76;"Premium";1676
0,57;"Premium";1676
0,52;"Ideal";1677
0,56;"Ideal";1677
0,51;"Very Good";1678
0,51;"Ideal";1678
0,5;"Ideal";1678
0,51;"Ideal";1678
0,53;"Ideal";1678
0,53;"Ideal";1678
0,53;"Ideal";1678
0,5;"Ideal";1678
0,5;"Good";1678
0,53;"Very Good";1678
0,6;"Very Good";1679
0,56;"Very Good";1679
0,55;"Ideal";1679
0,52;"Ideal";1679
0,5;"Ideal";1679
0,5;"Ideal";1679
0,51;"Very Good";1680
0,52;"Very Good";1680
0,58;"Ideal";1680
0,54;"Ideal";1680
0,54;"Ideal";1680
0,51;"Ideal";1680
0,57;"Good";1680
0,54;"Ideal";1681
0,61;"Ideal";1681
1;"Premium";1681
0,53;"Very Good";1682
0,52;"Very Good";1682
0,5;"Very Good";1682
0,56;"Ideal";1682
0,55;"Ideal";1682
0,51;"Ideal";1682
0,55;"Good";1682
0,64;"Premium";1682
0,52;"Ideal";1682
0,58;"Ideal";1683
0,58;"Ideal";1683
0,43;"Ideal";1683
0,53;"Ideal";1683
0,53;"Ideal";1683
0,53;"Ideal";1683
0,5;"Premium";1683
0,54;"Ideal";1684
0,57;"Ideal";1684
0,54;"Premium";1684
0,57;"Ideal";1684
0,5;"Ideal";1684
0,59;"Ideal";1684
0,54;"Ideal";1684
0,5;"Premium";1684
0,56;"Ideal";1685
0,54;"Good";1685
0,56;"Very Good";1686
0,55;"Ideal";1686
0,81;"Fair";1687
0,51;"Ideal";1687
0,56;"Ideal";1687
0,51;"Ideal";1687
0,51;"Ideal";1687
0,51;"Premium";1687
0,51;"Premium";1687
0,51;"Ideal";1687
0,51;"Ideal";1687
0,51;"Ideal";1687
0,51;"Premium";1687
0,51;"Premium";1687
0,51;"Premium";1687
0,51;"Premium";1687
0,51;"Ideal";1687
0,51;"Ideal";1687
0,51;"Ideal";1687
0,51;"Premium";1687
0,51;"Premium";1687
0,51;"Premium";1687
0,51;"Ideal";1687
0,51;"Ideal";1687
0,54;"Premium";1687
0,56;"Very Good";1688
0,5;"Very Good";1688
0,64;"Very Good";1688
0,53;"Good";1688
0,52;"Ideal";1689
0,52;"Good";1689
0,52;"Ideal";1689
0,52;"Ideal";1689
0,52;"Ideal";1689
0,52;"Ideal";1689
0,52;"Premium";1689
0,52;"Premium";1689
0,52;"Very Good";1689
0,52;"Very Good";1689
0,52;"Ideal";1689
0,52;"Ideal";1689
0,52;"Ideal";1689
0,52;"Very Good";1689
0,52;"Premium";1689
0,52;"Ideal";1689
0,52;"Very Good";1689
0,52;"Ideal";1689
0,52;"Ideal";1689
0,52;"Very Good";1689
0,52;"Ideal";1689
0,52;"Ideal";1689
0,52;"Ideal";1689
0,52;"Ideal";1689
0,52;"Ideal";1689
0,52;"Ideal";1689
0,57;"Premium";1689
0,52;"Very Good";1689
0,52;"Premium";1689
0,52;"Very Good";1689
0,52;"Ideal";1689
0,52;"Ideal";1689
0,52;"Ideal";1689
0,51;"Ideal";1689
0,56;"Ideal";1689
0,53;"Ideal";1690
0,5;"Ideal";1690
0,5;"Ideal";1690
0,58;"Ideal";1690
0,5;"Good";1690
0,47;"Good";1690
0,5;"Good";1690
0,71;"Premium";1690
0,61;"Ideal";1690
0,71;"Fair";1691
0,54;"Premium";1691
0,57;"Ideal";1691
0,5;"Ideal";1691
0,56;"Ideal";1691
0,52;"Ideal";1691
0,51;"Ideal";1691
0,56;"Ideal";1691
0,69;"Fair";1691
0,7;"Fair";1691
0,5;"Very Good";1692
0,55;"Very Good";1692
0,55;"Very Good";1692
0,55;"Ideal";1692
0,55;"Ideal";1692
0,55;"Ideal";1692
0,55;"Premium";1692
0,55;"Ideal";1692
0,55;"Very Good";1692
0,55;"Ideal";1692
0,61;"Ideal";1692
0,53;"Ideal";1692
0,69;"Fair";1692
0,53;"Very Good";1693
0,4;"Ideal";1693
0,32;"Good";524
0,3;"Very Good";525
0,28;"Very Good";525
0,25;"Very Good";525
0,25;"Very Good";525
0,25;"Very Good";525
0,25;"Very Good";525
0,25;"Very Good";525
0,25;"Very Good";525
0,23;"Very Good";525
0,36;"Ideal";525
0,25;"Ideal";525
0,25;"Ideal";525
0,25;"Ideal";525
0,25;"Ideal";525
0,25;"Ideal";525
0,25;"Ideal";525
0,25;"Ideal";525
0,29;"Ideal";525
0,29;"Ideal";525
0,38;"Ideal";525
0,38;"Ideal";525
0,38;"Ideal";525
0,25;"Ideal";525
0,25;"Premium";525
0,25;"Very Good";526
0,25;"Very Good";526
0,3;"Very Good";526
0,25;"Very Good";526
0,24;"Ideal";526
0,54;"Premium";1693
0,5;"Very Good";1694
0,59;"Ideal";1694
0,59;"Good";1694
0,52;"Ideal";1694
0,52;"Ideal";1694
0,53;"Ideal";1694
0,52;"Ideal";1694
0,52;"Ideal";1694
0,52;"Ideal";1694
0,52;"Ideal";1694
0,52;"Ideal";1694
0,52;"Ideal";1694
0,52;"Very Good";1694
0,52;"Premium";1694
0,52;"Premium";1694
0,52;"Ideal";1694
0,56;"Ideal";1694
0,52;"Ideal";1695
0,5;"Ideal";1695
0,54;"Ideal";1695
0,53;"Ideal";1695
0,5;"Ideal";1695
0,5;"Ideal";1695
0,55;"Good";1695
0,54;"Ideal";1696
0,54;"Ideal";1696
0,71;"Premium";1696
0,7;"Fair";1696
0,51;"Very Good";1697
0,51;"Very Good";1697
0,53;"Ideal";1697
0,51;"Ideal";1697
0,7;"Good";1697
0,7;"Fair";1697
0,54;"Very Good";1698
0,51;"Very Good";1698
0,5;"Premium";1698
0,59;"Ideal";1698
0,58;"Ideal";1698
0,57;"Ideal";1698
0,6;"Ideal";1698
0,56;"Ideal";1698
0,56;"Premium";1698
0,56;"Ideal";1698
0,56;"Ideal";1698
0,56;"Ideal";1698
0,56;"Ideal";1698
0,56;"Ideal";1698
0,56;"Ideal";1698
0,56;"Ideal";1698
0,56;"Premium";1698
0,56;"Premium";1698
0,56;"Ideal";1698
0,56;"Ideal";1698
0,56;"Ideal";1698
0,56;"Ideal";1698
0,56;"Ideal";1698
0,56;"Ideal";1698
0,55;"Ideal";1698
0,55;"Premium";1698
0,55;"Ideal";1698
0,55;"Premium";1698
0,55;"Premium";1698
0,6;"Premium";1698
0,72;"Very Good";1698
0,63;"Ideal";1698
0,55;"Premium";1698
0,55;"Premium";1698
0,55;"Premium";1698
0,7;"Good";1699
0,7;"Good";1699
0,56;"Ideal";1699
0,52;"Ideal";1699
0,52;"Ideal";1699
0,5;"Premium";1699
0,5;"Premium";1699
0,73;"Premium";1699
0,62;"Very Good";1700
0,53;"Ideal";1700
0,55;"Ideal";1700
0,5;"Ideal";1700
0,52;"Good";1701
0,52;"Very Good";1701
0,52;"Good";1701
0,52;"Ideal";1701
0,5;"Good";1701
0,58;"Fair";1701
0,51;"Ideal";1702
0,55;"Ideal";1702
0,7;"Ideal";1702
0,5;"Very Good";1703
0,53;"Ideal";1704
0,61;"Premium";1704
0,61;"Premium";1704
0,49;"Fair";1705
0,59;"Ideal";1705
0,58;"Ideal";1705
0,96;"Fair";1705
0,96;"Fair";1705
0,61;"Very Good";1706
0,56;"Very Good";1706
0,51;"Very Good";1706
0,5;"Very Good";1706
0,58;"Ideal";1706
0,61;"Ideal";1706
0,61;"Good";1706
0,53;"Ideal";1706
0,52;"Ideal";1707
0,54;"Very Good";1707
0,52;"Ideal";1707
0,52;"Premium";1707
0,53;"Ideal";1707
0,53;"Ideal";1707
0,54;"Very Good";1708
0,65;"Premium";1708
0,56;"Ideal";1708
0,52;"Ideal";1708
0,51;"Ideal";1708
0,51;"Ideal";1708
0,51;"Ideal";1708
0,56;"Ideal";1708
0,67;"Good";1708
0,5;"Good";1708
0,66;"Premium";1708
0,55;"Premium";1708
0,68;"Premium";1708
0,64;"Ideal";1709
0,59;"Very Good";1709
0,54;"Premium";1709
0,55;"Ideal";1709
0,55;"Ideal";1709
0,54;"Ideal";1709
0,51;"Very Good";1709
0,51;"Ideal";1709
0,51;"Premium";1709
0,51;"Premium";1709
0,62;"Very Good";1709
0,51;"Fair";1709
0,51;"Premium";1709
0,5;"Premium";1710
0,5;"Good";1710
0,5;"Premium";1710
0,5;"Premium";1710
0,5;"Premium";1710
0,5;"Very Good";1710
0,5;"Ideal";1710
0,5;"Ideal";1710
0,52;"Good";1710
0,51;"Ideal";1711
0,63;"Ideal";1711
0,69;"Ideal";1711
0,56;"Very Good";1712
0,53;"Premium";1712
0,59;"Very Good";1712
0,52;"Ideal";1712
0,5;"Ideal";1712
0,56;"Ideal";1712
0,66;"Ideal";1712
0,53;"Ideal";1712
0,56;"Good";1712
0,56;"Good";1712
0,56;"Good";1712
0,55;"Ideal";1712
0,55;"Ideal";1712
0,55;"Premium";1712
0,65;"Premium";1712
0,5;"Very Good";1712
0,98;"Fair";1712
0,5;"Fair";1712
0,71;"Ideal";1713
0,61;"Ideal";1713
0,54;"Ideal";1713
0,52;"Ideal";1713
0,5;"Good";1714
0,55;"Ideal";1715
0,55;"Ideal";1715
0,55;"Ideal";1715
0,7;"Ideal";1715
0,56;"Premium";1715
0,6;"Very Good";1715
0,5;"Very Good";1715
0,5;"Good";1715
0,5;"Good";1715
0,5;"Very Good";1715
0,5;"Good";1715
0,5;"Very Good";1715
0,55;"Ideal";1715
0,71;"Good";1715
0,6;"Ideal";1715
0,55;"Ideal";1715
0,55;"Ideal";1715
0,56;"Ideal";1715
0,55;"Good";1715
0,54;"Premium";1715
0,54;"Ideal";1715
0,5;"Very Good";1715
0,5;"Premium";1715
0,7;"Very Good";1715
0,7;"Very Good";1715
0,8;"Fair";1715
0,5;"Premium";1715
0,7;"Premium";1715
0,5;"Very Good";1715
0,61;"Premium";1715
0,32;"Fair";1715
0,71;"Very Good";1715
0,51;"Ideal";1716
0,51;"Ideal";1716
0,51;"Very Good";1716
0,51;"Premium";1716
0,51;"Premium";1716
0,5;"Ideal";1716
0,51;"Premium";1716
0,51;"Ideal";1716
0,51;"Very Good";1717
0,51;"Very Good";1717
0,71;"Premium";1717
0,59;"Premium";1717
0,57;"Ideal";1718
0,36;"Ideal";1718
0,59;"Ideal";1718
0,55;"Ideal";1718
0,55;"Very Good";1719
0,58;"Ideal";1719
0,58;"Ideal";1719
0,61;"Premium";1719
0,52;"Ideal";1720
0,54;"Ideal";1720
0,58;"Very Good";1720
0,57;"Ideal";1720
0,52;"Premium";1720
0,52;"Ideal";1720
0,52;"Premium";1720
0,52;"Premium";1720
0,52;"Ideal";1720
0,52;"Ideal";1720
0,52;"Ideal";1720
0,52;"Premium";1720
0,52;"Ideal";1720
0,52;"Ideal";1720
0,52;"Ideal";1720
0,52;"Ideal";1720
0,52;"Ideal";1720
0,54;"Premium";1720
0,78;"Good";1720
0,54;"Ideal";1720
0,54;"Premium";1720
0,7;"Fair";1720
0,52;"Premium";1720
0,53;"Premium";1721
0,53;"Ideal";1721
0,53;"Ideal";1721
0,53;"Premium";1721
0,53;"Ideal";1721
0,53;"Ideal";1721
0,53;"Ideal";1721
0,53;"Ideal";1721
0,53;"Ideal";1721
0,53;"Very Good";1721
0,53;"Ideal";1721
0,53;"Ideal";1721
0,53;"Ideal";1721
0,53;"Ideal";1721
0,53;"Ideal";1721
0,53;"Ideal";1721
0,53;"Premium";1721
0,53;"Ideal";1721
0,53;"Very Good";1721
0,53;"Ideal";1721
0,61;"Very Good";1721
0,52;"Ideal";1721
0,47;"Ideal";1721
0,5;"Ideal";1721
0,51;"Very Good";1722
0,53;"Very Good";1722
0,51;"Very Good";1722
0,42;"Very Good";1722
0,53;"Ideal";1722
0,52;"Ideal";1722
0,52;"Ideal";1722
0,52;"Ideal";1722
0,5;"Very Good";1723
0,59;"Very Good";1723
0,56;"Very Good";1723
0,56;"Ideal";1723
0,56;"Premium";1723
0,56;"Ideal";1723
0,56;"Ideal";1723
0,56;"Ideal";1723
0,56;"Very Good";1723
0,56;"Premium";1723
0,56;"Ideal";1723
0,56;"Premium";1723
0,56;"Ideal";1723
0,54;"Ideal";1723
0,56;"Ideal";1723
0,56;"Ideal";1723
0,56;"Ideal";1723
0,56;"Premium";1723
0,24;"Ideal";526
0,24;"Ideal";526
0,24;"Ideal";526
0,24;"Ideal";526
0,24;"Ideal";526
0,34;"Ideal";526
0,24;"Good";526
0,35;"Very Good";526
0,32;"Very Good";526
0,3;"Very Good";526
0,3;"Good";526
0,3;"Premium";526
0,3;"Good";526
0,3;"Premium";526
0,3;"Very Good";526
0,3;"Very Good";526
0,3;"Very Good";526
0,3;"Premium";526
0,3;"Ideal";526
0,3;"Premium";526
0,3;"Good";526
0,3;"Very Good";526
0,3;"Good";526
0,3;"Good";526
0,3;"Ideal";526
0,3;"Very Good";526
0,3;"Premium";526
0,3;"Good";526
0,3;"Good";526
0,3;"Very Good";526
0,53;"Ideal";1723
0,7;"Fair";1723
0,7;"Fair";1723
0,5;"Ideal";1724
0,5;"Ideal";1724
0,53;"Very Good";1724
0,53;"Very Good";1724
0,54;"Ideal";1724
0,54;"Ideal";1724
0,7;"Premium";1724
0,55;"Very Good";1725
0,64;"Very Good";1725
0,57;"Ideal";1725
0,54;"Ideal";1725
0,57;"Ideal";1725
0,61;"Very Good";1726
0,57;"Very Good";1726
0,57;"Very Good";1726
0,54;"Very Good";1726
0,54;"Ideal";1726
0,52;"Ideal";1726
0,53;"Very Good";1727
0,53;"Ideal";1727
0,53;"Ideal";1727
0,53;"Premium";1727
0,53;"Premium";1727
0,53;"Premium";1727
0,53;"Ideal";1727
0,53;"Ideal";1727
0,53;"Good";1727
0,53;"Ideal";1727
0,53;"Very Good";1727
0,57;"Ideal";1728
0,57;"Ideal";1728
0,57;"Ideal";1728
0,51;"Ideal";1728
0,57;"Ideal";1728
0,57;"Ideal";1728
0,57;"Premium";1728
0,57;"Ideal";1728
0,57;"Ideal";1728
0,57;"Premium";1728
0,57;"Premium";1728
0,57;"Premium";1728
0,57;"Premium";1728
0,57;"Premium";1728
0,57;"Ideal";1728
0,57;"Ideal";1728
0,57;"Ideal";1728
0,57;"Premium";1728
0,57;"Good";1728
0,55;"Premium";1728
0,5;"Very Good";1729
0,56;"Ideal";1729
0,56;"Ideal";1729
0,52;"Ideal";1730
0,73;"Premium";1730
0,53;"Ideal";1731
0,5;"Ideal";1731
0,5;"Ideal";1731
0,57;"Very Good";1732
0,54;"Ideal";1732
0,51;"Ideal";1732
0,51;"Ideal";1732
0,52;"Premium";1733
0,51;"Premium";1733
0,51;"Ideal";1733
0,46;"Ideal";1733
0,64;"Fair";1733
0,62;"Very Good";1734
0,53;"Good";1734
0,53;"Premium";1734
0,7;"Very Good";1735
0,7;"Premium";1735
0,55;"Premium";1735
0,52;"Very Good";1736
0,7;"Very Good";1736
0,54;"Ideal";1736
0,56;"Good";1736
0,46;"Ideal";1736
0,46;"Premium";1736
0,63;"Premium";1736
0,63;"Premium";1736
0,5;"Ideal";1736
0,5;"Premium";1736
0,45;"Premium";1736
0,58;"Ideal";1737
0,52;"Ideal";1737
0,57;"Ideal";1737
0,64;"Ideal";1737
0,52;"Ideal";1737
0,56;"Fair";1737
0,5;"Very Good";1738
0,6;"Premium";1738
0,6;"Ideal";1738
0,49;"Good";1738
0,56;"Ideal";1739
0,56;"Ideal";1739
0,53;"Ideal";1739
0,53;"Ideal";1739
0,52;"Premium";1739
0,96;"Fair";1739
0,96;"Fair";1739
0,51;"Ideal";1740
0,53;"Ideal";1740
0,71;"Premium";1740
0,71;"Very Good";1740
0,57;"Very Good";1741
0,5;"Ideal";1741
0,51;"Very Good";1741
0,55;"Ideal";1741
0,55;"Ideal";1741
0,57;"Good";1741
0,56;"Very Good";1742
0,52;"Ideal";1742
0,61;"Ideal";1742
0,59;"Ideal";1742
0,58;"Ideal";1742
0,55;"Very Good";1743
0,59;"Ideal";1743
0,59;"Very Good";1743
0,53;"Ideal";1743
0,53;"Ideal";1743
0,53;"Ideal";1743
0,48;"Good";1743
0,56;"Ideal";1743
0,59;"Ideal";1743
0,56;"Premium";1743
0,52;"Ideal";1743
0,52;"Ideal";1743
0,52;"Ideal";1743
0,52;"Premium";1743
0,72;"Ideal";1743
0,51;"Very Good";1744
0,55;"Very Good";1744
0,51;"Ideal";1744
0,51;"Ideal";1744
0,51;"Ideal";1744
0,51;"Ideal";1744
0,51;"Premium";1744
0,65;"Good";1744
0,73;"Premium";1744
0,56;"Ideal";1745
0,54;"Very Good";1745
0,54;"Good";1745
0,41;"Ideal";1745
0,54;"Ideal";1745
0,54;"Ideal";1745
0,5;"Ideal";1745
0,56;"Ideal";1745
0,57;"Premium";1746
0,57;"Premium";1746
0,56;"Very Good";1746
0,5;"Premium";1746
0,5;"Ideal";1746
0,5;"Premium";1746
0,55;"Premium";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Ideal";1746
0,5;"Premium";1746
0,5;"Ideal";1746
0,5;"Ideal";1746
0,5;"Ideal";1746
0,5;"Ideal";1746
0,5;"Ideal";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Ideal";1746
0,5;"Ideal";1746
0,5;"Ideal";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Ideal";1746
0,5;"Ideal";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Ideal";1746
0,6;"Ideal";1746
0,57;"Premium";1746
0,5;"Premium";1746
0,5;"Premium";1746
0,5;"Ideal";1747
0,56;"Ideal";1747
0,57;"Very Good";1748
0,52;"Very Good";1748
0,59;"Very Good";1748
0,65;"Premium";1748
0,71;"Good";1748
0,52;"Ideal";1748
0,7;"Premium";1749
0,52;"Ideal";1749
0,52;"Very Good";1749
0,52;"Premium";1749
0,62;"Ideal";1749
0,51;"Premium";1749
0,5;"Ideal";1749
0,6;"Ideal";1749
0,7;"Fair";1749
0,51;"Premium";1749
0,84;"Good";1749
0,68;"Premium";1749
0,51;"Premium";1749
0,98;"Fair";1749
0,58;"Very Good";1750
0,5;"Very Good";1750
0,6;"Very Good";1750
0,51;"Ideal";1750
0,51;"Very Good";1750
0,51;"Ideal";1750
0,51;"Good";1750
0,54;"Very Good";1751
0,51;"Very Good";1751
0,51;"Ideal";1751
0,57;"Ideal";1751
0,64;"Premium";1751
0,55;"Ideal";1752
0,51;"Very Good";1752
0,51;"Ideal";1752
0,51;"Ideal";1752
0,5;"Good";1752
0,5;"Very Good";1752
0,5;"Premium";1752
0,5;"Premium";1752
0,5;"Premium";1752
0,61;"Premium";1752
0,61;"Ideal";1752
0,5;"Ideal";1752
0,5;"Very Good";1752
0,5;"Ideal";1752
0,5;"Premium";1752
0,5;"Very Good";1752
0,5;"Very Good";1752
0,5;"Premium";1752
0,5;"Ideal";1752
0,58;"Ideal";1752
0,52;"Ideal";1752
0,55;"Ideal";1752
0,56;"Ideal";1753
0,53;"Ideal";1753
0,53;"Premium";1753
0,53;"Premium";1753
0,53;"Premium";1753
0,53;"Ideal";1753
0,53;"Ideal";1753
0,53;"Premium";1753
0,53;"Ideal";1753
0,53;"Premium";1753
0,53;"Ideal";1753
0,53;"Premium";1753
0,53;"Ideal";1753
0,53;"Premium";1753
0,57;"Very Good";1754
0,57;"Ideal";1754
0,52;"Ideal";1754
0,54;"Very Good";1754
0,57;"Very Good";1754
0,54;"Ideal";1754
0,54;"Premium";1754
0,54;"Ideal";1754
0,57;"Ideal";1754
0,54;"Ideal";1754
0,54;"Ideal";1754
0,54;"Ideal";1754
0,57;"Ideal";1754
0,54;"Ideal";1754
0,54;"Ideal";1754
0,54;"Premium";1754
0,54;"Ideal";1754
0,54;"Ideal";1754
0,54;"Ideal";1754
0,54;"Ideal";1754
0,54;"Ideal";1754
0,57;"Premium";1754
0,43;"Ideal";1754
0,4;"Ideal";1754
0,53;"Ideal";1754
0,55;"Ideal";1754
0,52;"Good";1754
0,55;"Very Good";1755
0,56;"Very Good";1755
0,56;"Very Good";1755
0,5;"Very Good";1755
0,5;"Very Good";1755
0,55;"Premium";1755
0,56;"Premium";1755
0,59;"Ideal";1755
0,55;"Ideal";1755
0,5;"Ideal";1755
0,56;"Ideal";1755
0,71;"Good";1755
0,3;"Premium";526
0,3;"Good";526
0,3;"Very Good";526
0,3;"Ideal";526
0,3;"Good";526
0,3;"Very Good";526
0,3;"Premium";526
0,3;"Good";526
0,3;"Very Good";526
0,3;"Very Good";526
0,3;"Ideal";526
0,3;"Very Good";526
0,3;"Good";526
0,3;"Very Good";526
0,3;"Ideal";526
0,3;"Good";526
0,3;"Premium";526
0,3;"Very Good";526
0,3;"Ideal";526
0,3;"Premium";526
0,3;"Very Good";526
0,3;"Premium";526
0,3;"Ideal";526
0,3;"Ideal";526
0,3;"Good";526
0,3;"Very Good";526
0,3;"Good";526
0,3;"Good";526
0,3;"Very Good";526
0,3;"Ideal";526
0,58;"Ideal";1755
0,51;"Very Good";1756
0,59;"Very Good";1757
0,69;"Very Good";1757
0,51;"Ideal";1757
0,6;"Good";1757
0,51;"Ideal";1758
0,5;"Very Good";1758
0,51;"Ideal";1758
0,58;"Good";1758
0,51;"Premium";1758
0,52;"Ideal";1758
0,56;"Good";1758
0,5;"Premium";1758
0,58;"Premium";1758
0,58;"Ideal";1758
0,58;"Ideal";1758
0,58;"Ideal";1758
0,58;"Ideal";1758
0,51;"Premium";1758
0,5;"Good";1758
0,5;"Very Good";1758
0,5;"Very Good";1758
0,5;"Very Good";1758
0,7;"Ideal";1758
0,7;"Good";1758
0,71;"Very Good";1758
0,9;"Fair";1758
0,57;"Ideal";1759
0,58;"Ideal";1759
0,5;"Ideal";1759
0,51;"Ideal";1759
0,57;"Ideal";1759
0,61;"Good";1759
0,5;"Ideal";1760
0,71;"Very Good";1760
0,57;"Premium";1760
0,58;"Ideal";1760
0,52;"Ideal";1760
0,51;"Good";1760
0,63;"Fair";1760
0,57;"Ideal";1760
0,57;"Ideal";1760
0,57;"Premium";1760
0,54;"Ideal";1760
0,54;"Premium";1760
0,54;"Very Good";1760
0,54;"Premium";1760
0,54;"Premium";1760
0,57;"Premium";1760
0,57;"Premium";1760
0,71;"Ideal";1761
0,58;"Ideal";1761
0,58;"Ideal";1761
0,56;"Ideal";1761
0,58;"Ideal";1761
0,51;"Very Good";1762
0,54;"Ideal";1762
0,72;"Fair";1762
0,55;"Ideal";1763
0,7;"Good";1763
0,7;"Very Good";1763
0,54;"Ideal";1763
0,54;"Ideal";1763
0,57;"Premium";1763
0,59;"Very Good";1764
0,71;"Very Good";1764
0,5;"Very Good";1764
0,5;"Good";1764
0,55;"Ideal";1764
0,7;"Premium";1764
0,37;"Ideal";1764
0,58;"Ideal";1764
0,5;"Premium";1764
0,72;"Premium";1764
0,72;"Premium";1764
0,5;"Ideal";1764
0,54;"Ideal";1765
0,51;"Ideal";1765
0,5;"Ideal";1766
0,5;"Ideal";1766
0,51;"Ideal";1766
0,6;"Ideal";1766
0,62;"Premium";1766
0,53;"Premium";1766
0,55;"Ideal";1767
0,51;"Ideal";1767
0,52;"Very Good";1767
0,52;"Ideal";1767
0,52;"Ideal";1767
0,7;"Ideal";1767
0,63;"Good";1767
0,54;"Good";1767
0,52;"Ideal";1767
0,52;"Ideal";1767
0,52;"Ideal";1767
0,55;"Ideal";1768
0,51;"Very Good";1768
0,51;"Very Good";1768
0,5;"Ideal";1768
0,5;"Ideal";1768
0,66;"Very Good";1769
0,53;"Ideal";1769
0,51;"Ideal";1769
0,53;"Ideal";1769
0,53;"Good";1769
0,59;"Premium";1769
0,56;"Very Good";1770
0,56;"Ideal";1770
0,54;"Premium";1770
0,7;"Fair";1770
0,54;"Premium";1770
0,62;"Premium";1770
0,59;"Very Good";1771
0,7;"Good";1771
0,54;"Good";1771
0,6;"Premium";1771
0,59;"Very Good";1771
0,58;"Ideal";1772
0,54;"Ideal";1772
0,6;"Very Good";1772
0,53;"Ideal";1772
0,6;"Ideal";1772
0,53;"Ideal";1772
0,6;"Very Good";1773
0,52;"Very Good";1773
0,61;"Very Good";1773
0,56;"Ideal";1773
0,54;"Premium";1773
0,96;"Fair";1773
0,71;"Premium";1774
0,51;"Very Good";1774
0,52;"Premium";1774
0,52;"Ideal";1774
0,52;"Ideal";1774
0,71;"Good";1774
0,54;"Ideal";1774
0,59;"Ideal";1774
0,54;"Ideal";1774
0,54;"Ideal";1774
0,6;"Ideal";1774
0,71;"Good";1774
0,71;"Good";1774
0,57;"Premium";1775
0,5;"Premium";1775
0,7;"Premium";1775
0,53;"Ideal";1775
0,53;"Good";1775
0,63;"Premium";1775
0,7;"Very Good";1775
0,58;"Ideal";1776
0,53;"Good";1776
0,53;"Very Good";1776
0,51;"Ideal";1776
0,51;"Ideal";1776
0,53;"Ideal";1776
0,29;"Fair";1776
0,6;"Very Good";1777
0,6;"Very Good";1777
0,55;"Very Good";1777
0,55;"Very Good";1777
0,54;"Ideal";1777
0,58;"Good";1777
0,56;"Very Good";1777
0,62;"Premium";1777
0,9;"Premium";1777
0,62;"Premium";1777
0,57;"Ideal";1778
0,46;"Very Good";1778
0,54;"Very Good";1778
0,51;"Very Good";1778
0,52;"Ideal";1778
0,52;"Ideal";1778
0,52;"Ideal";1778
0,52;"Ideal";1778
0,52;"Ideal";1778
0,5;"Very Good";1778
0,52;"Very Good";1778
0,4;"Ideal";1778
0,4;"Ideal";1778
0,54;"Ideal";1778
0,46;"Good";1778
0,57;"Premium";1778
0,53;"Fair";1778
0,56;"Ideal";1778
0,56;"Premium";1778
0,5;"Ideal";1779
0,51;"Ideal";1779
0,51;"Ideal";1779
0,57;"Ideal";1779
0,47;"Ideal";1779
0,62;"Ideal";1779
0,63;"Ideal";1779
0,47;"Very Good";1780
0,51;"Ideal";1780
0,66;"Ideal";1780
0,53;"Ideal";1781
0,53;"Ideal";1781
0,53;"Ideal";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Premium";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Premium";1781
0,51;"Premium";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Premium";1781
0,51;"Premium";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Premium";1781
0,51;"Premium";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Premium";1781
0,51;"Premium";1781
0,51;"Premium";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Premium";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Very Good";1781
0,51;"Ideal";1781
0,51;"Premium";1781
0,51;"Premium";1781
0,51;"Ideal";1781
0,51;"Ideal";1781
0,51;"Good";1781
0,51;"Very Good";1781
0,51;"Premium";1781
0,7;"Ideal";1782
0,59;"Ideal";1782
0,53;"Ideal";1783
0,53;"Ideal";1783
0,53;"Premium";1783
0,53;"Ideal";1783
0,59;"Ideal";1783
0,71;"Good";1783
0,71;"Good";1783
0,5;"Very Good";1784
0,59;"Very Good";1784
0,5;"Ideal";1784
0,52;"Ideal";1784
0,52;"Fair";1784
0,56;"Ideal";1784
